groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
3o,Team designs batch using 1 material,Player,375,"So pmma, vapor, negative, 1%",0,0,0,0,0,0,4,5
3o,Team designs batch using 1 material,Player,375,"pmma, vapor, steric, 1%",0,0,0,0,0,0,4,4
3o,Team designs batch using 1 material,Player,376,yes,0,0,0,0,0,0,6,1
3o,Team designs batch using 1 material,Player,375,We need 5 so we can do two at 1%,0,0,0,0,0,0,4,10
3o,Team designs batch using 1 material,Player,375,"then pmma, vapor, negative, 1.5%",0,0,0,0,0,0,4,5
3o,Team designs batch using 1 material,Player,377,And then change to dry jet,0,0,0,0,0,0,8,6
3o,Team designs batch using 1 material,Player,376,do we want to test any other processes?,0,0,1,0,0,0,6,8
3o,Team designs batch using 1 material,Player,375,"So, pmma, dry jet, steric, 2%",0,0,0,0,0,0,4,6
3o,Team designs batch using 1 material,Player,375,"pmma, dry jet, negative, 2%",0,0,0,0,0,0,4,5
3o,Team designs batch using 1 material,Player,376,fine with me!,0,0,0,0,0,0,6,3
3o,Team designs batch using 1 material,Player,373,these all sound great,0,0,0,0,0,0,0,4
3o,Team designs batch using 1 material,Player,374,What is our current list at?,0,0,1,0,0,0,4,6
3o,Team designs batch using 1 material,Player,375,we have 5,0,0,0,0,0,0,4,3
3o,Team designs batch using 1 material,Player,376,so wait do we each generate a batch or do one of us do it?,0,0,1,0,0,0,6,15
3o,Team designs batch using 1 material,Player,374,Ok they all seemed great to me!,0,0,0,0,0,0,4,7
3o,Team designs batch using 1 material,Player,377,I agree,0,0,0,0,0,0,8,2
3o,Team designs batch using 1 material,Player,375,We do it ourselves. And okay sounds great!,0,0,0,0,0,0,4,8
3o,Team designs batch using 1 material,Player,375,I'll do it since I wrote it!,0,0,0,0,0,0,4,7
3o,Team designs batch using 1 material,Player,376,OK!,0,0,0,0,0,0,6,1
3o,Team designs batch using 1 material,Player,373,ok thanks,0,0,0,0,0,0,0,2
3o,Team designs batch using 1 material,Player,377,Thanks!,0,0,0,0,0,0,8,1
3o,Team designs batch using 1 material,Player,373,ok thanks,0,0,0,0,0,0,0,2
3o,Team designs batch using 1 material,Player,375,Okay I did them,0,0,0,0,0,0,4,4
3o,Team designs batch using 1 material,Player,375,Can you guys see them if you go under feeds?,0,0,1,0,0,0,4,10
3o,Team designs batch using 1 material,Player,375,It's under group devices,0,0,0,0,0,0,4,4
3o,Team designs batch using 1 material,Player,376,I see it. so should we try to establish justifications for each?,0,1,1,0,0,0,6,12
3o,Team designs batch using 1 material,Player,375,"so first PMMA, steric, vapor, 1%",0,0,0,0,0,0,4,6
3o,Team designs batch using 1 material,Player,375,How do you attach the feed?,0,0,1,0,0,0,4,6
3o,Team designs batch using 1 material,Player,377,It wont allow me to attach it either,0,0,0,0,0,0,8,8
3o,Team designs batch using 1 material,Player,375,yes,0,0,0,0,0,0,4,1
3o,Team designs batch using 1 material,Player,375,yes,0,0,0,0,0,0,4,1
3o,Team designs batch using 1 material,Player,373,i have mine attached,0,0,0,0,0,0,0,4
3o,Team designs batch using 1 material,Player,375,how did you do it?,0,0,1,0,0,0,4,5
3o,Team designs batch using 1 material,Player,376,yea I am able to select the attachment but it doesn't stay attached to the notebook,0,0,0,0,0,0,6,16
3o,Team designs batch using 1 material,Player,377,Now it let me!,0,0,0,0,0,0,8,4
3o,Team designs batch using 1 material,Player,373,above the prototypes there is a bar that lets you attach the devices,0,0,0,0,0,0,0,13
3o,Team designs batch using 1 material,Player,375,Got it!,0,0,0,0,0,0,4,2
3o,Team designs batch using 1 material,Player,373,yay,0,0,0,0,0,0,0,1
3o,Reflection team discussion of first batch results,Player,373,why do i have two deliverables when i my last notebook was okied,0,0,0,0,0,0,0,13
3o,Reflection team discussion of first batch results,Player,373,ok thanks,0,0,0,0,0,0,0,2
3o,Reflection team discussion of first batch results,Mentor,367,Let's begin our meeting. I'd like to hear from everyone. ,0,0,0,0,0,0,4,10
3o,Reflection team discussion of first batch results,Player,376,okay how should we start?,0,1,1,0,0,0,6,5
3o,Reflection team discussion of first batch results,Mentor,367,"Now that your team has received the batch results, was it a successful trial?",0,0,1,0,0,0,4,14
3o,Reflection team discussion of first batch results,Player,373,i believe so,0,0,0,0,0,0,0,3
3o,Reflection team discussion of first batch results,Player,377,I think we were really successful,0,0,0,0,0,0,8,6
3o,Reflection team discussion of first batch results,Player,375,I believe so,0,0,0,0,0,0,4,3
3o,Reflection team discussion of first batch results,Player,376,I think our results gave us what we were looking for. In terms of results for each catagory,0,0,0,0,0,0,6,18
3o,Reflection team discussion of first batch results,Player,374,"I believe it was, we had multiple membranes that met all required standards.",0,0,0,0,0,0,4,13
3o,Reflection team discussion of first batch results,Player,375,Some even met preferred levels,0,0,0,0,0,0,4,5
3o,Reflection team discussion of first batch results,Player,377,"Flux was potentially not up to company standards when it measured at 11, because one internal consultant said it was unacceptable to be under 12",0,0,0,1,0,0,8,25
3o,Reflection team discussion of first batch results,Mentor,367,What did you discover about the design problem?,0,0,1,0,0,0,4,8
3o,Reflection team discussion of first batch results,Player,373,the BCR never changed and it was low for both of the consultants,0,0,0,0,0,0,0,13
3o,Reflection team discussion of first batch results,Player,374,"Yeah I thought that was a good way to eliminate options, all membranes with a flux of 11 should be eliminated",0,1,0,0,0,0,4,21
3o,Reflection team discussion of first batch results,Player,375,Very true,0,0,0,0,0,0,4,2
3o,Reflection team discussion of first batch results,Player,375,11 was too low so I agree with Zachary,0,0,0,0,1,0,4,9
3o,Reflection team discussion of first batch results,Player,376,"I agree so by eliminating the lowest flux prototypes, we also are eliminating the ones with the lowest reliability",0,0,0,0,1,0,6,19
3o,Reflection team discussion of first batch results,Player,373,i also would agree,0,0,0,0,0,0,0,4
3o,Reflection team discussion of first batch results,Player,374,I think we just confirmed that the design problem does have many potential solutions.,0,0,0,0,0,0,4,14
3o,Reflection team discussion of first batch results,Player,376,making the remaining prototypes less susceptible to foul and thus decreasing the time for dialyzing,0,0,0,0,0,0,6,15
3o,Reflection team discussion of first batch results,Mentor,367,What do you know now that you didn't before about how different design choices affect the properties of a device?,0,0,1,0,0,0,4,20
3o,Reflection team discussion of first batch results,Player,376,I didn't realize that there seemed to be a correlation between flux level and reliability. Through the prototypes I saw that a lower flux seemed to correlate with a lower reliability,0,0,0,0,0,0,6,31
3o,Reflection team discussion of first batch results,Player,374,We learned a lot about how each of the attributes of the membrane work together.  Before the results we weren't exactly sure how different surfactants and CNT% would work together.,0,0,0,0,0,0,4,30
3o,Reflection team discussion of first batch results,Player,375,We know that you have to choose carefully. Both Dry-Jets have low flux and reliability,0,1,0,0,0,0,4,15
3o,Reflection team discussion of first batch results,Player,377,I was surprised to see that all of the BCR's were the same throughout all of the designs,0,0,0,0,0,0,8,18
3o,Reflection team discussion of first batch results,Player,373,yes,0,0,0,0,0,0,0,1
3o,Reflection team discussion of first batch results,Player,377,yes,0,0,0,0,0,0,8,1
3o,Reflection team discussion of first batch results,Player,374,yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,375,yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,376,yes,0,0,0,0,0,0,6,1
3o,Reflection team discussion of first batch results,Player,374,Maybe the BCR has something to do with PMMA?,0,0,1,0,0,0,4,9
3o,Reflection team discussion of first batch results,Player,373,i never thought of that,0,0,0,0,0,0,0,5
3o,Reflection team discussion of first batch results,Mentor,367,How did you decide on the 5 devices that you just received results for?,0,0,1,0,0,0,4,14
3o,Reflection team discussion of first batch results,Player,376,Zachary good point,0,0,0,0,0,0,6,3
3o,Reflection team discussion of first batch results,Player,375,we chose what we thought were the best options,0,1,0,0,0,0,4,9
3o,Reflection team discussion of first batch results,Player,377,We originally couldn't decide between surfactants so we decided to analyze the two we came down to,0,0,0,0,0,0,8,17
3o,Reflection team discussion of first batch results,Player,375,yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,374,"Without knowing how the attributes would respond to each other, we had to choose each individual attribute based on its results alone.",0,1,0,0,0,0,4,22
3o,Reflection team discussion of first batch results,Player,373,and now we can see how they compared so this should help us make an informed decision,1,1,0,0,0,0,0,17
3o,Reflection team discussion of first batch results,Player,374,Exactly!,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,376,And through our discussions we as a group thought of what we thought were the best options for the manufacturing process and membrane,0,0,0,0,0,0,6,23
3o,Reflection team discussion of first batch results,Mentor,367,Why did you choose these devices?,0,1,1,0,0,0,4,6
3o,Reflection team discussion of first batch results,Player,375,Because out of all of our ideas we believed these to be the best and the ones that would give the best results off,0,0,0,0,1,0,4,24
3o,Reflection team discussion of first batch results,Player,377,"And based on our results, we can see that they had very high performance in the attributes we were looking for",0,0,0,0,1,0,8,21
3o,Reflection team discussion of first batch results,Player,374,And the whole group agreed on these options in an earlier discussion,0,0,0,0,0,0,4,12
3o,Reflection team discussion of first batch results,Player,376,Each device focused on an attribute we wanted to change and see what happened. So we did one type of membrane for one prototype and then we did another membrane in another prototype but kept all other aspects the same,0,0,0,0,0,0,6,40
3o,Reflection team discussion of first batch results,Player,373,these attributes came from our research and we took into consideration what the research told us so that we could optimize these five devices,0,0,0,0,0,0,0,24
3o,Reflection team discussion of first batch results,Mentor,367,What role did the requests of the internal consultants play in deciding which prototypes to test?,0,0,1,0,0,0,4,16
3o,Reflection team discussion of first batch results,Player,375,They narrowed down our choices for us and we had to pick certain attributes to please them.,0,1,0,0,0,0,4,17
3o,Reflection team discussion of first batch results,Player,376,I agree,0,0,0,0,0,0,6,2
3o,Reflection team discussion of first batch results,Player,373,I would agree,0,0,0,0,0,0,0,3
3o,Reflection team discussion of first batch results,Player,374,"The internal consultants gave us a quantitative goal to reach instead of just trying to make it ""good"".",0,0,0,0,0,0,4,18
3o,Reflection team discussion of first batch results,Player,377,"Most of our internal consultants were concerned with flux and marketability, making them extremely important attributes to test",0,0,0,0,0,0,8,18
3o,Reflection team discussion of first batch results,Player,375,Yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,374,yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,377,"Yes, I agree",0,0,0,0,0,0,8,3
3o,Reflection team discussion of first batch results,Player,373,yes,0,0,0,0,0,0,0,1
3o,Reflection team discussion of first batch results,Player,376,yes,0,0,0,0,0,0,6,1
3o,Reflection team discussion of first batch results,Mentor,367,"Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",0,0,1,0,0,0,4,24
3o,Reflection team discussion of first batch results,Player,375,"I plan to bring the information we learned here, compromise is a must and we also learned some attributes don't work well.",0,0,0,0,0,0,4,22
3o,Reflection team discussion of first batch results,Player,376,An idea of what parts of our prototypes did the best in the trial,0,0,0,0,0,0,6,14
3o,Reflection team discussion of first batch results,Player,373,i plan to bring my new found knowledge of what works and what doesn't in the design process and plan to utilize the previous research we used to help inform the new team mates,0,0,0,0,0,0,0,34
3o,Reflection team discussion of first batch results,Player,374,"I'm going to mention not only the results we got, but how we got them so we can make sure we all got results in an accurate manner that maintained high quality.",0,0,0,0,1,0,4,32
3o,Reflection team discussion of first batch results,Player,377,I plan to bring how our results worked in regards to different processes and surfactants,0,0,0,0,0,0,8,15
3o,Reflection team discussion of first batch results,Mentor,367,You will bring knowledge about a unique material to that group. What important things do you want to discuss with them about your material?,0,0,1,0,0,0,4,24
3o,Reflection team discussion of first batch results,Player,375,That reliability and Flux go hand in hand and Jet-Dry did not work so well in our favor,0,0,0,0,0,0,4,18
3o,Reflection team discussion of first batch results,Player,377,"Our material possibly works extremely well at reducing blood cell reactivity, but more tests may be needed to confirm that it is indeed the material",0,0,0,0,0,0,8,25
3o,Reflection team discussion of first batch results,Player,376,I agree with elizabeth,0,0,0,0,0,0,6,4
3o,Reflection team discussion of first batch results,Player,376,I think that would be the most important piece of information we would bring,0,0,0,0,0,0,6,14
3o,Reflection team discussion of first batch results,Player,373,yes i agree,0,0,0,0,0,0,0,3
3o,Reflection team discussion of first batch results,Player,375,yes!,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,374,"I think the results are the only thing that needs to be discussed, we should be able to look at results without knowing which material is which and pick the best membrane.",0,1,0,0,0,0,4,32
3o,Reflection team discussion of first batch results,Player,377,I really like Zachary's idea,0,0,0,0,0,0,8,5
3o,Reflection team discussion of first batch results,Player,373,thats also helpful,0,0,0,0,0,0,0,3
3o,Reflection team discussion of first batch results,Player,373,hello im sorry i have a mid term in like 10 mins may i go please soon because i dont want to be late,0,0,0,0,0,0,0,24
3o,Reflection team discussion of first batch results,Player,373,ok thanks,0,0,0,0,0,0,0,2
3o,Reflection team discussion of first batch results,Mentor,367,Which attributes does your material maximize and how is that important to the design?,0,0,1,0,0,0,4,14
3o,Reflection team discussion of first batch results,Player,374,"BCR and reliability seem to be at very high levels, which means it is a very patient friendy membrane.",0,0,0,0,0,0,4,19
3o,Reflection team discussion of first batch results,Player,377,"I think our material maximizes blood cell reactivity since it never changed throughout all of the different prototypes, making it very cost effective and better for our patients",0,0,0,1,1,0,8,28
3o,Reflection team discussion of first batch results,Player,375,"I think the PMMA is the best attribute with our design, It made all BCR levels the same, so we know that won't change no matter what designs we try.",0,0,0,0,1,0,4,30
3o,Reflection team discussion of first batch results,Player,376,I agree with everyone. The BCR was the same when we were designing the prototypes and when the results of each prototype came in,0,0,0,0,0,0,6,24
3o,Reflection team discussion of first batch results,Player,375,yes,0,0,0,0,0,0,4,1
3o,Reflection team discussion of first batch results,Player,377,That sounds about right to me,0,0,0,0,0,0,8,6
3o,Reflection team discussion of first batch results,Player,376,yes,0,0,0,0,0,0,6,1
3o,Reflection team discussion of first batch results,Player,374,Very good.,0,0,0,0,0,0,4,2
3o,Reflection team discussion of first batch results,Mentor,367,"Okay everyone, that concludes our discussion.",0,0,0,0,0,0,4,6
3o,Reflection team discussion of first batch results,Mentor,367,Thanks for participating in the team meeting. Don't forget to submit your write-up to Alex.,0,0,0,0,0,0,4,15
3o,Reflection team discussion of first batch results,Player,376,Okay thank you Taylor!,0,0,0,0,0,0,6,4
3o,Reflection team discussion of first batch results,Player,376,taylor is there going to be another write-up tonight? or just the one?,0,0,1,0,0,0,6,13
3o,Reflection team discussion of first batch results,Player,376,okay thank you!,0,0,0,0,0,0,6,3
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,Hello team. Welcome to Nephrotex!,0,0,0,0,0,0,4,5
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,I'm Taylor Sipes. I'll be your design advisor for your internship.,0,0,0,0,0,0,4,11
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,I'm here to help if you have any questions.,0,0,0,0,0,0,4,9
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,"Please introduce yourselves with the name you prefer to be called. WorkPro records all the work we do, and we review it with an external consultant to improve the quality of our internship program. So we ask you to use your first name only during this internship to protect your privacy.",0,0,0,1,0,0,4,51
4o,Introduction and Workflow Tutorial with Entrance Interview,Player,378,Klink... Tyler Klink,0,0,0,0,0,0,6,3
4o,Introduction and Workflow Tutorial with Entrance Interview,Player,379,Danny Miller,0,0,0,0,0,0,5,2
4o,Introduction and Workflow Tutorial with Entrance Interview,Player,380,Drew,0,0,0,0,0,0,4,1
4o,Introduction and Workflow Tutorial with Entrance Interview,Player,381,Elaine,0,0,0,0,0,0,5,1
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,"Nice to meet you all! If you haven't already, please check your email.",0,0,0,0,0,0,4,13
4o,Introduction and Workflow Tutorial with Entrance Interview,Mentor,367,"Throughout your time at Nephrotex, you'll be receiving emails from our boss, Alex. He'll send you instructions about what to work on throughout the course of your internship.",0,0,0,0,0,0,4,28
4o,Introduction and Workflow Tutorial with Entrance Interview,Player,382,"Hey, I'm Nate... I couldn't get logged in until now",0,0,0,0,0,0,4,10
4o,Graphing Surfactant Data,Player,378,How do we resubmit journal entries,0,0,0,0,0,0,6,6
4o,Graphing Surfactant Data,Player,382,you have to make a copy of it and change the copy.,0,0,0,0,0,0,4,12
4o,Graphing Surfactant Data,Player,379,how do u edit a table if u submitted,0,0,0,0,0,0,5,9
4o,Graphing Surfactant Data,Player,382,I just made a new table. how do you find the flux rate for the raw data part? it says at time equals zero so is every one 11?,0,0,1,0,0,0,4,29
4o,Graphing Surfactant Data,Player,378,thatys what i thought and i think its wrong,0,0,0,0,0,0,6,9
4o,Graphing Surfactant Data,Player,378,"what do you guys have down as the beta thromogoglobulin levels for no surfactant? 80,81,82?",0,0,1,0,0,0,6,15
4o,Graphing Surfactant Data,Player,378,"do you guys have 80, 81, or 82 as the level for thromboglobulin levels on a non surfactant",0,0,0,0,0,0,6,18
4o,Graphing Surfactant Data,Player,382,i have 82.3,0,0,0,0,0,0,4,3
4o,Graphing Surfactant Data,Player,382,i didn't know that either at first but it says it in one of the paragraphs,0,0,0,0,0,0,4,16
4o,Graphing Surfactant Data,Player,378,i see that know thanks,0,0,0,0,0,0,6,5
4o,Graphing Surfactant Data,Player,382,So has anyone figured out the flux rate part yet?,0,0,1,0,0,0,4,10
4o,Graphing Surfactant Data,Player,378,It says 11 on both the graph and the table itself.. so the flux rate at 0 for all surfactants must be 11,0,0,0,0,1,0,6,23
4o,Graphing Surfactant Data,Player,382,alright thanks,0,0,0,0,0,0,4,2
4o,Reflection team discussion of surfactants,Player,378,We meet here?,0,0,1,0,0,0,6,3
4o,Reflection team discussion of surfactants,Player,380,I think so,0,0,0,0,0,0,4,3
4o,Reflection team discussion of surfactants,Player,379,Awesome!,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Mentor,367,Let's begin our meeting. I'd like to hear from everyone. ,0,0,0,0,0,0,4,10
4o,Reflection team discussion of surfactants,Mentor,367,"Based on your surfactant graph, how did the surfactants perform relative to one another?",0,0,1,0,1,0,4,14
4o,Reflection team discussion of surfactants,Player,378,I found that steric hindering was the most effective surfactant because it had the highest average desirability rating of all surfactants,0,0,0,0,1,0,6,21
4o,Reflection team discussion of surfactants,Player,381,"I also believe that steric hindering was the best surfactant, next to biological, because it was also more cost effective.",0,0,0,0,1,0,5,20
4o,Reflection team discussion of surfactants,Player,380,"Based on my graphs and data I thought there were one poor choice of surfactants to use (No surfactant) , three good choices (Hydrophilic, Negative Charge, and Biological), and one very good choice (Steric Hindering).",0,0,0,0,1,0,4,35
4o,Reflection team discussion of surfactants,Mentor,367,Was there one surfactant that performed well for every attribute?,0,0,1,0,0,0,4,10
4o,Reflection team discussion of surfactants,Player,379,"In my opinion I thought that steric hindering was the best option, but also thought that the hydrophilic was a good option too because it was relatively cheap.",0,0,0,0,1,0,5,28
4o,Reflection team discussion of surfactants,Player,382,Based on my graph I also picked the Steric Hindering because it had the highest score. The next best score was the Hydrophilic.,0,1,0,0,1,0,4,23
4o,Reflection team discussion of surfactants,Player,378,There couldn't be a surfactant that preformed well in all areas due to the fact that each surfactant had and extremely low flux rating,0,0,0,0,1,0,6,24
4o,Reflection team discussion of surfactants,Player,380,"No surfactant scored well in every category, each one had a drawback to its use",0,0,0,0,0,0,4,15
4o,Reflection team discussion of surfactants,Player,381,"For me there was not one surfactant that got all 5's on my table, as in most desirable, but I had to weigh the pros and cons of each surfactant and take into account the different flux rates and B.T.'s to decide which I thought would be the best option",0,0,0,0,0,0,5,50
4o,Reflection team discussion of surfactants,Player,379,"No, since all the surfactants had the same flux rate it was impossible for one particular surfactant to preform well for every category.",0,0,0,0,0,0,5,23
4o,Reflection team discussion of surfactants,Player,382,Each surfactant had its ups and downs based on my results.,0,0,0,0,0,0,4,11
4o,Reflection team discussion of surfactants,Player,382,The Negative charge had a rating of 3 for every category but flux rating though.,0,0,0,0,0,0,4,15
4o,Reflection team discussion of surfactants,Player,380,The negative charge surfactant didn't necessarily have any drawbacks but it also didn't perform really well in any attribute,0,0,0,0,0,0,4,19
4o,Reflection team discussion of surfactants,Player,380,Yes,0,0,0,0,0,0,4,1
4o,Reflection team discussion of surfactants,Player,378,Correct,0,0,0,0,0,0,6,1
4o,Reflection team discussion of surfactants,Player,381,correct,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Mentor,367,How did you choose the best surfactant?,0,1,1,0,0,0,4,7
4o,Reflection team discussion of surfactants,Player,379,Yes,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Player,378,I added the desirability rating for each individual surfactant together and divided by 5 since there was 5 individual categories. The one with the highest average desirability rating received my vote as the best option of a surfactant,0,0,0,0,1,0,6,38
4o,Reflection team discussion of surfactants,Player,380,I looked at the scores in the table and at which surfactant scored the highest in all attributes combined,0,0,0,0,0,0,4,19
4o,Reflection team discussion of surfactants,Player,379,"I needed to weigh the different components of each of the surfactants. I needed to take into account the cost, efficiency, and the popularity of each option before I could make my final decision. That being said the steric hindering method seemed to be the best option being ranked relatively highly in all categories.",0,0,0,0,0,0,5,54
4o,Reflection team discussion of surfactants,Player,381,"I took into account the flux rate since that helps to determine how long the patient will be on the machine, the beta-thromboglobulin level after two hours because the lower it is the better the patient feels, and lastly the cost to produce the surfactant for the membrane.",0,0,0,1,1,0,5,48
4o,Reflection team discussion of surfactants,Player,380,In the desirability scale table,0,0,0,0,0,0,4,5
4o,Reflection team discussion of surfactants,Mentor,367,How were the surfactant graphs helpful in making your final surfactant choice?,0,0,1,0,0,0,4,12
4o,Reflection team discussion of surfactants,Player,382,I added the scores of each surfactant in the table and choose the highest score.,0,1,0,0,0,0,4,15
4o,Reflection team discussion of surfactants,Player,381,The graphs and the table helped me to visualize all of the surfactants in relation to each other,0,0,0,0,0,0,5,18
4o,Reflection team discussion of surfactants,Player,378,Yes same here Elaine,0,0,0,0,0,0,6,4
4o,Reflection team discussion of surfactants,Player,380,It gave you a visual representation of the different surfactants compared to each other,1,0,0,0,0,0,4,14
4o,Reflection team discussion of surfactants,Player,379,It gave me a visualization of comparing the different surfactants. It was easy to compare them with the graph and data table.,1,0,0,0,0,0,5,22
4o,Reflection team discussion of surfactants,Mentor,367,Did you value some attributes more than others when choosing the best surfactant?,0,0,1,0,0,0,4,13
4o,Reflection team discussion of surfactants,Player,382,They made it easier to compare each aspect,1,0,0,0,0,0,4,8
4o,Reflection team discussion of surfactants,Player,380,Based on the method I used to decide which surfactant to use I gave equal weight to all of the attributes.,0,0,0,0,0,0,4,21
4o,Reflection team discussion of surfactants,Player,379,I weighed the components for efficiency first and then used the other aspects to add to my reasoning.,0,0,0,0,0,0,5,18
4o,Reflection team discussion of surfactants,Player,381,"I valued reliability, blood cell reactivity, and cost.  From there I noticed that my two I had left consequently were the top preforming in marketability as well.",0,0,0,0,0,0,5,27
4o,Reflection team discussion of surfactants,Player,378,"All aspects of a surfactant are important to certain aspects of their use. You can't weigh one more than the other. They all influence an important, specific aspect within either the patient, the doctors preforming the dialysis, or our company itself",0,0,0,0,0,0,6,41
4o,Reflection team discussion of surfactants,Player,382,I valued the reliability and the blood cell reactivity the most.,0,0,0,0,0,0,4,11
4o,Reflection team discussion of surfactants,Player,382,Yes,0,0,0,0,0,0,4,1
4o,Reflection team discussion of surfactants,Player,379,In my case yes.,0,0,0,0,0,0,5,4
4o,Reflection team discussion of surfactants,Player,381,yes,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Player,378,Yes,0,0,0,0,0,0,6,1
4o,Reflection team discussion of surfactants,Player,380,Yes,0,0,0,0,0,0,4,1
4o,Reflection team discussion of surfactants,Mentor,367,What should your team's next step be?,0,1,1,0,0,0,4,7
4o,Reflection team discussion of surfactants,Player,378,"I believe we believe that all think steric hindering is the best option, so I believe we move forward in finding ways to maybe improve specific attributes about steric hindering surfactants. And from there we find a way to mass produce steric hindering surfactants",0,0,0,0,1,0,6,44
4o,Reflection team discussion of surfactants,Player,381,We could work to find a way to improve or keep the same attributes of steric hindering while trying to decrease the cost.,0,0,0,0,0,0,5,23
4o,Reflection team discussion of surfactants,Player,380,I agree with Tyler that seems like our best course of action,0,0,0,0,0,0,4,12
4o,Reflection team discussion of surfactants,Player,379,In my opinion I would take the our favored option (steric hindering) and isolate each component that showing us which part of the surfactant is responsible for what then the add different elements together to try to improve on its performance.,0,0,0,0,0,0,5,41
4o,Reflection team discussion of surfactants,Mentor,367,What will you need to do to improve the design of the filtration membrane?,0,0,1,0,0,0,4,14
4o,Reflection team discussion of surfactants,Player,382,I agree. I think we need to work on ways to improve every aspect of steric hindering,0,0,0,0,0,0,4,17
4o,Reflection team discussion of surfactants,Player,378,The obvious action to take to improve the functionality of steric hindering would be a way to reduce its cost,0,0,0,0,0,0,6,20
4o,Reflection team discussion of surfactants,Player,380,Experiment with changing and adding various components of the filtration membrane and then testing them.,0,0,0,0,0,0,4,15
4o,Reflection team discussion of surfactants,Player,379,"If we could increase the reliability of steric hindering, while lowering the price that would be ideal.",0,0,0,0,1,0,5,17
4o,Reflection team discussion of surfactants,Player,381,keep cost down while increasing reliability,0,0,0,0,0,0,5,6
4o,Reflection team discussion of surfactants,Player,382,I agree. testing new experiments and finding ways to improve it. especially the cost.,0,0,0,0,0,0,4,14
4o,Reflection team discussion of surfactants,Player,378,Yes that would probably be critical in helping us understand it so we can improve it,0,0,0,0,0,0,6,16
4o,Reflection team discussion of surfactants,Player,379,Yes,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Player,380,Yes,0,0,0,0,0,0,4,1
4o,Reflection team discussion of surfactants,Player,382,I agree,0,0,0,0,0,0,4,2
4o,Reflection team discussion of surfactants,Player,381,Yes,0,0,0,0,0,0,5,1
4o,Reflection team discussion of surfactants,Mentor,367,"Okay everyone, that concludes our discussion.",0,0,0,0,0,0,4,6
4o,Reflection team discussion of surfactants,Mentor,367,Thanks for participating in the team meeting. Don't forget to submit your write-up to Alex.,0,0,0,0,0,0,4,15
4o,Choose consultants to analyze,Player,378,alright anyone have anyone they want to specifically?,0,0,1,0,0,0,6,8
4o,Choose consultants to analyze,Player,380,It doesn't really matter to me but this will go faster if everybody just picks somebody so I will go with Wayne Anderson,0,1,0,1,0,0,4,23
4o,Choose consultants to analyze,Player,378,ill take rudy hernandez,0,0,0,0,0,0,6,4
4o,Choose consultants to analyze,Player,381,I will take DuChamp,0,0,0,0,0,0,5,4
4o,Choose consultants to analyze,Player,382,Ill take Rao,0,0,0,0,0,0,4,3
4o,Choose consultants to analyze,Player,379,I'll take Rao,0,0,0,0,0,0,5,3
4o,Choose consultants to analyze,Player,379,I'll take Proctor*,0,0,0,0,0,0,5,3
4o,Choose consultants to analyze,Player,378,yes taylor how do we properly cite sources in our work cited section?,0,0,1,0,0,0,6,13
4o,Choose consultants to analyze,Player,378,okay thanks,0,0,0,0,0,0,6,2
4o,Individuals design 5 prototypes,Player,382,I put my results in the shared space for my consultant.,0,0,0,0,0,0,4,11
4o,Individuals design 5 prototypes,Player,378,taylor I followed your example exactly and it still said I did my work cited wrong...,0,0,0,0,0,0,6,16
4o,Team designs batch using 1 material,Player,378,What would be a good baseline prototype for the 1st prototype?,1,0,1,0,0,0,6,11
4o,Team designs batch using 1 material,Player,381,Maybe no surfactant but CNT at 4% and we could test two different production processes to see if they they affect the cost?,0,0,1,0,0,0,5,23
4o,Team designs batch using 1 material,Player,380,"I like Tyler's 2nd prototype, the Vapor, steric hindrance, with 1.5% CNT. that seems like a good all around prototype",0,0,0,0,0,0,4,20
4o,Team designs batch using 1 material,Player,382,i think that would be a good one to test too,0,0,0,0,0,0,4,11
4o,Team designs batch using 1 material,Player,379,I think that we should simply send the five prototypes that each internal consultant would want most.,0,1,0,0,0,0,5,17
